Player,Span,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,0,4s,6s
GD McGrath,2008-2008,1,-,-,-,-,-,-,-,-,-,-,-,-
KA Maharaj,2024-2024,1,-,-,-,-,-,-,-,-,-,-,-,-
VS Malik,2013-2013,1,-,-,-,-,-,-,-,-,-,-,-,-
S Midhun,2019-2019,1,-,-,-,-,-,-,-,-,-,-,-,-
T Mishra,2012-2012,1,-,-,-,-,-,-,-,-,-,-,-,-
Mohsin Khan,2024-2024,1,-,-,-,-,-,-,-,-,-,-,-,-
M Morkel,2011-2013,3,-,-,-,-,-,-,-,-,-,-,-,-
Mujeeb Ur Rahman,2018-2019,2,-,-,-,-,-,-,-,-,-,-,-,-
Mukesh Kumar,2024-2024,1,-,-,-,-,-,-,-,-,-,-,-,-
Mustafizur Rahman,2018-2018,1,-,-,-,-,-,-,-,-,-,-,-,-
S Nadeem,2011-2018,3,-,-,-,-,-,-,-,-,-,-,-,-
T Natarajan,2023-2023,1,-,-,-,-,-,-,-,-,-,-,-,-
Naveen-ul-Haq,2023-2024,2,-,-,-,-,-,-,-,-,-,-,-,-
P Negi,2012-2013,2,-,-,-,-,-,-,-,-,-,-,-,-
A Nortje,2024-2024,1,-,-,-,-,-,-,-,-,-,-,-,-
Pankaj Singh,2008-2012,8,-,-,-,-,-,-,-,-,-,-,-,-
WD Parnell,2013-2023,2,-,-,-,-,-,-,-,-,-,-,-,-
HV Patel,2012-2023,2,-,-,-,-,-,-,-,-,-,-,-,-
MM Patel,2008-2011,7,-,-,-,-,-,-,-,-,-,-,-,-
M Pathirana,2023-2023,1,-,-,-,-,-,-,-,-,-,-,-,-
RM Patidar,2024-2025,2,-,-,-,-,-,-,-,-,-,-,-,-
RR Powar,2010-2010,1,-,-,-,-,-,-,-,-,-,-,-,-
R Powell,2024-2024,1,-,-,-,-,-,-,-,-,-,-,-,-
M Prasidh Krishna,2019-2025,2,-,-,-,-,-,-,-,-,-,-,-,-
Prince Yadav,2025-2025,1,-,-,-,-,-,-,-,-,-,-,-,-
K Rabada,2019-2019,1,-,-,-,-,-,-,-,-,-,-,-,-
AS Rajpoot,2019-2019,1,-,-,-,-,-,-,-,-,-,-,-,-
DS Rathi,2025-2025,1,-,-,-,-,-,-,-,-,-,-,-,-
Ravi Bishnoi,2023-2025,3,-,-,-,-,-,-,-,-,-,-,-,-
AD Russell,2018-2019,2,-,-,-,-,-,-,-,-,-,-,-,-
Sachin Baby,2013-2013,3,-,-,-,-,-,-,-,-,-,-,-,-
Shahbaz Ahmed,2023-2023,1,-,-,-,-,-,-,-,-,-,-,-,-
NA Saini,2019-2019,1,-,-,-,-,-,-,-,-,-,-,-,-
R Sai Kishore,2025-2025,1,-,-,-,-,-,-,-,-,-,-,-,-
D Salunkhe,2008-2008,1,-,-,-,-,-,-,-,-,-,-,-,-
PJ Sangwan,2008-2008,1,-,-,-,-,-,-,-,-,-,-,-,-
KR Sen,2024-2024,1,-,-,-,-,-,-,-,-,-,-,-,-
H Sharma,2024-2024,1,-,-,-,-,-,-,-,-,-,-,-,-
JM Sharma,2025-2025,1,-,-,-,-,-,-,-,-,-,-,-,-
MM Sharma,2013-2024,4,-,-,-,-,-,-,-,-,-,-,-,-
Shivam Mavi,2018-2018,1,-,-,-,-,-,-,-,-,-,-,-,-
R Shukla,2013-2013,1,-,-,-,-,-,-,-,-,-,-,-,-
IS Sodhi,2018-2018,4,-,-,-,-,-,-,-,-,-,-,-,-
Sumit Kumar,2024-2024,1,-,-,-,-,-,-,-,-,-,-,-,-
Suyash Sharma,2025-2025,1,-,-,-,-,-,-,-,-,-,-,-,-
SW Tait,2011-2013,6,-,-,-,-,-,-,-,-,-,-,-,-
PV Tambe,2013-2013,1,-,-,-,-,-,-,-,-,-,-,-,-
JE Taylor,2011-2011,1,-,-,-,-,-,-,-,-,-,-,-,-
SN Thakur,2018-2025,3,-,-,-,-,-,-,-,-,-,-,-,-
Yash Thakur,2024-2024,1,-,-,-,-,-,-,-,-,-,-,-,-
M Theekshana,2023-2025,4,-,-,-,-,-,-,-,-,-,-,-,-
J Theron,2010-2010,1,-,-,-,-,-,-,-,-,-,-,-,-
AC Thomas,2011-2011,1,-,-,-,-,-,-,-,-,-,-,-,-
O Thomas,2019-2019,1,-,-,-,-,-,-,-,-,-,-,-,-
N Thushara,2024-2024,1,-,-,-,-,-,-,-,-,-,-,-,-
RJW Topley,2024-2024,1,-,-,-,-,-,-,-,-,-,-,-,-
K Upadhyay,2013-2013,1,-,-,-,-,-,-,-,-,-,-,-,-
DL Vettori,2012-2012,1,-,-,-,-,-,-,-,-,-,-,-,-
DP Vijaykumar,2008-2008,1,-,-,-,-,-,-,-,-,-,-,-,-
Vivrant Sharma,2023-2023,1,-,-,-,-,-,-,-,-,-,-,-,-
DJ Willey,2018-2018,1,-,-,-,-,-,-,-,-,-,-,-,-
K Yadav,2023-2023,2,-,-,-,-,-,-,-,-,-,-,-,-
Yash Dayal,2024-2025,2,-,-,-,-,-,-,-,-,-,-,-,-
Player,Span,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,0,4s,6s
RG Sharma,2011-2025,85,84,13,2439,105*,34.35,1765,138.18,1,17,5,224,110
SA Yadav,2012-2025,37,37,6,1286,103*,41.48,776,165.72,2,10,5,147,57
KA Pollard,2011-2022,60,57,15,1226,83,29.19,787,155.78,0,7,2,78,85
AT Rayudu,2011-2023,55,52,7,1008,78,22.4,784,128.57,0,6,7,91,43
KD Karthik,2008-2024,32,31,8,855,86,37.17,602,142.02,0,3,1,92,30
HH Pandya,2015-2025,47,42,14,768,62*,27.42,511,150.29,0,2,1,67,41
JC Buttler,2016-2024,24,24,2,759,116,34.5,526,144.29,1,3,1,74,41
SR Tendulkar,2008-2013,23,23,2,726,100*,34.57,604,120.19,1,3,1,94,10
F du Plessis,2012-2024,19,19,4,701,95*,46.73,523,134.03,0,6,2,66,25
Ishan Kishan,2017-2025,31,29,0,659,69,22.72,453,145.47,0,2,2,66,34
V Kohli,2008-2025,19,19,5,641,92*,45.78,464,138.14,0,6,1,52,25
KL Rahul,2015-2024,12,12,2,634,103*,63.4,429,147.78,2,5,2,52,31
S Dhawan,2008-2022,17,17,2,625,92,41.66,479,130.48,0,4,1,68,16
SK Raina,2008-2021,21,20,3,577,87,33.94,388,148.71,0,4,1,51,33
SV Samson,2013-2024,18,18,2,577,119,36.06,393,146.81,1,3,0,60,24
PA Patel,2008-2019,24,23,1,518,52,23.54,406,127.58,0,2,3,70,9
AM Rahane,2011-2025,17,14,1,435,66*,33.46,320,135.93,0,3,0,52,13
N Rana,2017-2023,16,16,1,417,57,27.8,336,124.1,0,3,1,33,19
MS Dhoni,2008-2025,29,24,8,416,50*,26,347,119.88,0,1,2,33,20
KH Pandya,2016-2025,29,25,8,408,42,24,292,139.72,0,0,0,42,13
LMP Simmons,2014-2017,13,13,1,398,68*,33.16,331,120.24,0,4,1,36,18
DA Miller,2012-2025,16,16,3,395,62,30.38,301,131.22,0,2,1,31,16
NT Tilak Varma,2022-2025,19,17,5,394,56,32.83,306,128.75,0,1,0,38,12
Q de Kock,2018-2025,13,13,1,374,81,31.16,283,132.15,0,2,0,33,16
RR Pant,2017-2025,13,13,2,374,78*,34,229,163.31,0,2,1,43,16
GJ Maxwell,2013-2024,13,12,1,365,68,33.18,209,174.64,0,2,1,36,22
Harbhajan Singh,2008-2018,49,33,16,362,64,21.29,239,151.46,0,1,3,38,17
RV Uthappa,2008-2022,15,15,1,359,54,25.64,316,113.6,0,1,0,33,13
WP Saha,2008-2023,12,10,3,352,93*,50.28,251,140.23,0,4,1,43,10
DR Smith,2008-2017,14,14,1,345,62,26.53,289,119.37,0,3,3,37,15
SR Watson,2008-2019,11,11,2,342,117*,38,230,148.69,1,2,1,29,22
RA Jadeja,2008-2025,23,17,7,331,62*,33.1,228,145.17,0,2,0,22,16
D Padikkal,2021-2025,10,10,1,327,101*,36.33,224,145.98,1,1,1,33,15
TH David,2022-2025,17,14,6,326,46,40.75,173,188.43,0,0,1,14,28
RD Gaikwad,2021-2024,11,11,1,316,69,31.6,266,118.79,0,3,1,28,12
AB de Villiers,2011-2021,11,9,1,307,133*,38.37,189,162.43,1,1,0,33,13
CH Gayle,2011-2021,10,10,1,301,82*,33.44,218,138.07,0,2,0,22,23
YK Pathan,2008-2018,10,10,3,280,52,40,217,129.03,0,1,0,27,10
S Dube,2021-2025,12,12,1,275,66*,25,212,129.71,0,2,1,28,10
DA Warner,2011-2024,10,10,0,274,66,27.4,176,155.68,0,2,0,33,13
SE Marsh,2008-2017,6,6,1,268,81,53.6,188,142.55,0,3,0,24,10
MK Pandey,2012-2025,10,10,2,266,81*,33.25,199,133.66,0,2,1,21,11
DJ Hooda,2015-2024,11,11,1,262,64,26.2,188,139.36,0,3,0,23,11
PP Shaw,2019-2024,10,10,0,261,72,26.1,177,147.45,0,2,1,30,11
RA Tripathi,2017-2022,9,9,0,260,76,28.88,179,145.25,0,2,1,23,11
E Lewis,2018-2022,9,9,0,241,65,26.77,173,139.3,0,2,1,22,16
MA Agarwal,2011-2024,12,11,0,240,83,21.81,176,136.36,0,2,2,27,8
C Green,2023-2023,7,7,4,229,100*,76.33,133,172.18,1,1,0,19,13
YBK Jaiswal,2021-2024,5,5,0,228,124,45.6,132,172.72,1,1,0,32,10
BB McCullum,2011-2017,7,7,0,222,81,31.71,160,138.75,0,2,0,23,9
ST Jayasuriya,2008-2008,4,4,2,211,114*,105.5,93,226.88,1,0,0,21,17
MM Ali,2019-2022,7,7,0,204,50,29.14,138,147.82,0,1,1,15,14
VR Iyer,2022-2025,6,6,0,202,104,33.66,147,137.41,1,1,0,14,12
DJ Bravo,2008-2022,19,10,2,199,68,24.87,139,143.16,0,1,0,14,13
AD Russell,2015-2025,13,11,2,199,70*,22.11,118,168.64,0,2,2,13,17
SS Iyer,2015-2024,9,9,2,196,42,28,162,120.98,0,0,0,23,3
V Sehwag,2008-2015,6,6,0,196,122,32.66,123,159.34,1,0,0,20,10
RD Rickelton,2025-2025,5,5,1,192,62*,48,125,153.6,0,2,0,22,10
R Tewatia,2017-2023,13,10,3,191,40*,27.28,132,144.69,0,0,0,16,9
N Pooran,2021-2025,9,9,0,176,75,19.55,106,166.03,0,1,2,11,15
JEC Franklin,2011-2012,10,9,2,174,79,24.85,169,102.95,0,1,0,12,4
G Gambhir,2008-2018,8,8,0,173,59,21.62,151,114.56,0,1,1,21,2
Abhishek Sharma,2019-2025,7,7,0,170,65,24.28,134,126.86,0,1,1,19,6
MK Tiwary,2008-2018,7,7,1,170,58,28.33,146,116.43,0,1,1,16,5
SO Hetmyer,2021-2024,8,7,6,168,59*,168,106,158.49,0,1,0,9,13
CJ Anderson,2014-2018,8,8,2,163,95*,27.16,101,161.38,0,1,2,14,11
RM Patidar,2022-2025,4,3,0,162,64,54,96,168.75,0,2,0,12,10
Yuvraj Singh,2008-2019,10,10,0,161,57,16.1,137,117.51,0,2,1,15,7
S Badrinath,2008-2013,6,5,2,159,71*,53,117,135.89,0,2,1,19,4
MEK Hussey,2011-2015,6,6,0,157,56,26.16,118,133.05,0,1,1,16,6
R Powell,2022-2022,5,5,1,147,43,36.75,87,168.96,0,0,1,5,14
KM Jadhav,2011-2023,8,7,3,146,58,36.5,130,112.3,0,1,0,13,4
AR Patel,2014-2024,12,9,5,137,42*,34.25,92,148.91,0,0,0,6,8
Rashid Khan,2017-2023,10,6,4,137,79*,68.5,62,220.96,0,1,0,4,16
MR Marsh,2013-2025,7,6,0,136,38,22.66,102,133.33,0,0,1,10,7
R Parag,2021-2024,11,8,2,136,54*,22.66,95,143.15,0,1,0,11,9
A Badoni,2022-2025,6,5,1,130,54,32.5,91,142.85,0,1,0,7,8
AJ Finch,2013-2022,6,6,1,128,67*,25.6,118,108.47,0,1,1,11,2
TM Head,2016-2025,4,4,0,125,48,31.25,98,127.55,0,0,0,13,3
MP Stoinis,2018-2024,9,9,3,125,38*,20.83,89,140.44,0,0,3,14,6
PJ Cummins,2017-2025,5,5,4,123,66*,123,66,186.36,0,1,0,6,10
AK Markram,2022-2025,6,6,1,122,56,24.4,106,115.09,0,1,0,7,5
JM Sharma,2022-2025,5,4,2,122,40*,61,51,239.21,0,0,0,9,11
LS Livingstone,2019-2025,7,7,1,120,49*,20,75,160,0,0,1,5,11
JP Duminy,2011-2018,6,6,4,119,45*,59.5,93,127.95,0,0,0,7,7
KS Williamson,2018-2022,7,7,1,116,47,19.33,94,123.4,0,0,1,16,2
SM Curran,2019-2023,7,5,1,115,55,28.75,57,201.75,0,1,0,12,7
RK Singh,2019-2025,6,6,1,113,42*,22.6,85,132.94,0,0,0,14,2
WG Jacks,2024-2025,6,5,0,111,36,22.2,88,126.13,0,0,0,10,5
AP Tare,2013-2017,8,8,3,111,59,22.2,68,163.23,0,1,1,14,3
Naman Dhir,2024-2025,9,7,2,109,62*,21.8,69,157.97,0,1,3,9,8
LA Pomersbach,2008-2011,2,2,1,108,79*,108,68,158.82,0,1,0,12,5
JJ Roy,2017-2018,2,2,2,105,91*,-,60,175,0,1,0,7,7
Shakib Al Hasan,2011-2018,7,7,0,105,26,15,76,138.15,0,0,0,13,1
M Vijay,2011-2015,6,6,0,103,41,17.16,88,117.04,0,0,0,12,4
CH Morris,2013-2021,7,6,3,101,52*,33.66,76,132.89,0,1,1,5,6
SPD Smith,2012-2021,7,6,0,101,39,16.83,93,108.6,0,0,0,9,0
R Ashwin,2011-2025,22,11,3,100,28,12.5,87,114.94,0,0,2,5,3
CA Lynn,2016-2019,4,4,1,100,41,33.33,76,131.57,0,0,0,9,5
PBB Rajapaksa,2022-2022,3,3,0,100,42,33.33,59,169.49,0,0,0,7,7
Lalit Yadav,2021-2024,7,7,1,98,37,16.33,95,103.15,0,0,0,9,3
AC Blizzard,2011-2011,3,3,0,89,51,29.66,60,148.33,0,1,0,15,2
Shahbaz Ahmed,2021-2024,6,3,1,87,45,43.5,59,147.45,0,0,0,7,4
M Shahrukh Khan,2021-2023,6,6,3,87,47,29,60,145,0,0,1,9,4
JM Bairstow,2022-2022,3,3,0,85,56,28.33,58,146.55,0,1,0,14,1
DPMD Jayawardene,2008-2013,5,5,1,85,56,21.25,74,114.86,0,1,0,11,0
R Dravid,2008-2013,4,4,1,82,43*,27.33,75,109.33,0,0,0,11,0
SN Thakur,2017-2024,17,9,3,81,17,13.5,59,137.28,0,0,0,5,4
KK Nair,2014-2022,6,5,0,80,50,16,67,119.4,0,1,0,9,2
N Wadhera,2023-2024,7,6,1,80,52*,16,60,133.33,0,1,1,7,4
BJ Hodge,2011-2014,3,3,2,79,39,79,50,158,0,0,0,11,1
K Rabada,2017-2022,8,3,1,78,44,39,59,132.2,0,0,0,9,2
T Stubbs,2022-2024,4,4,1,78,71*,26,39,200,0,1,1,3,7
GJ Bailey,2014-2015,3,3,1,77,61*,38.5,48,160.41,0,1,0,6,3
M Vohra,2013-2021,7,6,0,77,34,12.83,72,106.94,0,0,0,6,4
OA Shah,2012-2012,1,1,0,76,76,76,42,180.95,0,1,0,5,5
KP Pietersen,2012-2016,3,3,1,74,44,37,53,139.62,0,0,0,7,3
Shubman Gill,2018-2023,9,9,0,74,22,8.22,98,75.51,0,0,2,6,1
Mandeep Singh,2012-2019,6,5,1,73,24,18.25,59,123.72,0,0,0,10,0
CM Gautam,2014-2014,3,3,0,72,33,24,65,110.76,0,0,0,6,5
RN ten Doeschate,2011-2011,1,1,1,70,70*,-,49,142.85,0,1,0,6,3
Vivrant Sharma,2023-2023,1,1,0,69,69,69,47,146.8,0,1,0,9,2
AM Nayar,2008-2014,7,4,0,67,27,16.75,48,139.58,0,0,0,4,3
R Shepherd,2022-2024,5,4,3,67,39*,67,28,239.28,0,0,0,5,6
MS Wade,2022-2022,3,3,0,66,30,22,57,115.78,0,0,0,8,1
TM Dilshan,2008-2013,3,3,0,65,33,21.66,65,100,0,0,0,10,1
CR Brathwaite,2018-2018,2,2,1,64,43*,64,40,160,0,0,0,1,7
D Brevis,2022-2024,4,4,0,63,37,15.75,59,106.77,0,0,1,2,5
A Symonds,2011-2011,7,5,4,63,31*,63,70,90,0,0,0,3,2
DJ Hussey,2008-2014,5,5,0,59,34,11.8,52,113.46,0,0,0,7,1
JR Hopes,2008-2011,3,3,0,57,55,19,50,114,0,1,1,10,0
H Klaasen,2023-2025,3,3,0,57,37,19,45,126.66,0,0,0,5,2
GH Vihari,2013-2015,2,2,0,57,41,28.5,47,121.27,0,0,0,7,0
JH Kallis,2008-2013,4,4,0,56,25,14,58,96.55,0,0,1,3,2
TL Suman,2011-2013,7,6,1,54,23,10.8,51,105.88,0,0,0,6,3
Washington Sundar,2017-2022,8,6,1,53,25,10.6,51,103.92,0,0,0,5,1
MJ Guptill,2017-2019,2,2,0,51,36,25.5,29,175.86,0,0,0,6,2
Ramandeep Singh,2022-2025,5,4,2,51,22,25.5,28,182.14,0,0,0,4,3
J Suchith,2015-2022,10,7,4,50,34*,16.66,39,128.2,0,0,1,4,2
SW Billings,2022-2022,2,2,1,49,25,49,45,108.88,0,0,0,2,2
MC Juneja,2013-2013,1,1,0,49,49,49,40,122.5,0,0,0,6,0
MJ McClenaghan,2015-2019,26,11,7,49,12*,12.25,36,136.11,0,0,2,3,4
Mohammad Nabi,2018-2024,5,3,1,49,31,24.5,37,132.43,0,0,0,4,2
CA Ingram,2011-2019,2,2,0,48,47,24,34,141.17,0,0,0,7,1
STR Binny,2013-2018,4,3,2,47,37*,47,37,127.02,0,0,0,4,1
PK Garg,2022-2022,2,2,0,46,42,23,33,139.39,0,0,0,4,2
V Shankar,2017-2025,6,4,0,46,29,11.5,39,117.94,0,0,0,6,0
IK Pathan,2008-2013,5,4,1,45,23,15,47,95.74,0,0,0,4,1
KV Sharma,2013-2025,9,5,1,45,19,11.25,36,125,0,0,0,4,2
SN Khan,2015-2022,6,4,0,44,28,11,34,129.41,0,0,0,3,3
PP Chawla,2008-2024,19,8,4,43,12,10.75,55,78.18,0,0,1,2,1
SS Tiwary,2011-2015,4,3,2,43,21,43,36,119.44,0,0,0,3,1
CL White,2012-2013,2,2,1,43,43*,43,24,179.16,0,0,1,3,3
JP Faulkner,2013-2016,3,3,0,42,23,14,33,127.27,0,0,0,3,3
Abishek Porel,2024-2024,1,1,0,41,41,41,31,132.25,0,0,0,5,0
Harpreet Singh,2023-2023,1,1,0,41,41,41,28,146.42,0,0,0,4,2
SA Asnodkar,2008-2008,1,1,0,39,39,39,21,185.71,0,0,0,6,1
MV Boucher,2008-2008,1,1,1,39,39*,-,19,205.26,0,0,0,4,2
N Jagadeesan,2022-2023,2,2,1,39,39*,39,38,102.63,0,0,1,3,1
JA Morkel,2008-2012,5,4,1,39,28*,13,21,185.71,0,0,0,2,3
K Nitish Kumar Reddy,2023-2025,3,2,0,39,20,19.5,36,108.33,0,0,0,3,0
A Raghuvanshi,2024-2025,2,2,0,39,26,19.5,22,177.27,0,0,0,3,3
SP Narine,2012-2025,16,11,3,38,9*,4.75,41,92.68,0,0,2,5,1
P Negi,2015-2019,3,3,0,38,35,12.66,28,135.71,0,0,1,1,3
LRPL Taylor,2008-2013,4,3,1,38,23,19,27,140.74,0,0,0,3,2
R Vinay Kumar,2008-2016,12,5,3,38,26*,19,33,115.15,0,0,1,4,1
BCJ Cutting,2017-2019,5,4,1,37,20,12.33,28,132.14,0,0,0,4,1
Y Venugopal Rao,2011-2011,1,1,0,37,37,37,27,137.03,0,0,0,4,1
HR Shokeen,2022-2023,6,3,2,36,18*,36,36,100,0,0,0,5,0
JD Unadkat,2013-2022,11,3,1,36,24,18,25,144,0,0,0,2,2
CR Woakes,2017-2021,5,3,1,35,15*,17.5,30,116.66,0,0,0,2,1
B Kumar,2012-2025,14,7,3,34,8,8.5,43,79.06,0,0,0,2,0
S Gopal,2014-2024,9,4,2,33,13*,16.5,37,89.18,0,0,0,3,1
M Morkel,2011-2015,4,2,1,33,23*,33,18,183.33,0,0,0,4,0
Shashank Singh,2022-2022,2,2,1,33,25*,33,15,220,0,0,0,1,4
PC Valthaty,2011-2011,1,1,0,33,33,33,38,86.84,0,0,0,1,2
Anuj Rawat,2022-2023,3,3,0,32,26,10.66,30,106.66,0,0,1,5,0
DT Christian,2011-2021,6,4,1,32,18,10.66,38,84.21,0,0,0,2,0
MG Johnson,2013-2018,14,8,7,32,10*,32,30,106.66,0,0,0,1,2
A Mhatre,2025-2025,1,1,0,32,32,32,15,213.33,0,0,0,4,2
NV Ojha,2011-2017,4,4,0,32,13,8,40,80,0,0,0,2,0
JJ Bumrah,2014-2025,46,8,8,31,16*,-,35,88.57,0,0,0,2,1
AD Mathews,2013-2015,2,2,0,31,19,15.5,28,110.71,0,0,0,0,2
TG Southee,2015-2022,7,3,0,31,25,10.33,17,182.35,0,0,1,1,2
RE Levi,2012-2012,4,4,0,30,29,7.5,29,103.44,0,0,2,4,1
N Saini,2012-2012,1,1,0,30,30,30,25,120,0,0,0,5,0
KC Sangakkara,2008-2011,2,2,0,30,27,15,32,93.75,0,0,0,1,1
Vishnu Vinod,2023-2023,1,1,0,30,30,30,20,150,0,0,0,2,2
A Taide,2023-2023,1,1,0,29,29,29,17,170.58,0,0,0,3,1
SM Pollock,2008-2008,4,2,0,28,28,14,13,215.38,0,0,1,3,2
RR Powar,2008-2011,2,1,1,28,28*,-,21,133.33,0,0,0,4,1
Kuldeep Yadav,2017-2022,7,4,4,27,16*,-,19,142.1,0,0,0,3,1
SP Fleming,2008-2008,1,1,0,26,26,26,29,89.65,0,0,0,4,0
P Kumar,2008-2017,8,4,1,26,24,8.66,22,118.18,0,0,2,1,2
Prabhsimran Singh,2023-2023,1,1,0,26,26,26,17,152.94,0,0,0,1,2
R Ravindra,2024-2025,2,2,0,26,21,13,25,104,0,0,0,2,1
DB Das,2012-2013,2,2,0,25,23,12.5,20,125,0,0,0,2,2
M Jansen,2022-2024,2,2,1,25,17,25,17,147.05,0,0,0,1,2
M Kartik,2011-2012,2,2,1,25,14*,25,22,113.63,0,0,0,2,1
WA Mota,2008-2008,1,1,0,25,25,25,26,96.15,0,0,0,2,0
GC Smith,2008-2008,1,1,0,25,25,25,21,119.04,0,0,0,5,0
RR Rossouw,2014-2014,1,1,0,24,24,24,14,171.42,0,0,0,1,2
PR Shah,2008-2011,3,2,0,24,19,12,28,85.71,0,0,0,2,0
RS Bopara,2015-2015,1,1,0,23,23,23,27,85.18,0,0,0,1,0
R Rampaul,2013-2013,1,1,1,23,23*,-,18,127.77,0,0,0,3,0
R Sharma,2011-2013,3,3,1,23,13,11.5,21,109.52,0,0,1,2,1
AB Agarkar,2008-2012,3,2,1,22,15,22,20,110,0,0,0,3,0
DJ Jacobs,2011-2012,3,3,0,22,12,7.33,41,53.65,0,0,1,3,0
AS Joseph,2019-2023,5,2,2,22,15*,-,25,88,0,0,0,3,0
S Vidyut,2008-2008,2,2,0,22,16,11,18,122.22,0,0,0,4,0
KK Cooper,2012-2014,3,3,2,21,14,21,10,210,0,0,0,0,3
TK Curran,2021-2021,2,1,0,21,21,21,16,131.25,0,0,0,2,0
B Indrajith,2022-2022,2,2,0,21,15,10.5,24,87.5,0,0,0,2,0
SL Malinga,2011-2019,43,7,2,21,8,4.2,14,150,0,0,2,1,2
A Mishra,2008-2021,7,3,1,21,18*,10.5,17,123.52,0,0,0,4,0
C Bosch,2025-2025,1,1,0,20,20,20,10,200,0,0,0,2,1
BR Dunk,2014-2014,2,2,0,20,15,10,18,111.11,0,0,0,3,0
AL Menaria,2011-2012,2,1,0,20,20,20,15,133.33,0,0,0,2,1
Mohammed Siraj,2018-2024,9,3,3,20,12*,-,17,117.64,0,0,0,0,2
WD Parnell,2011-2014,3,2,0,20,11,10,22,90.9,0,0,0,3,0
S Sohal,2011-2011,1,1,0,20,20,20,22,90.9,0,0,0,0,2
Azhar Mahmood,2012-2013,2,2,0,19,10,9.5,20,95,0,0,0,1,1
Harpreet Brar,2022-2023,3,2,0,19,14,9.5,20,95,0,0,0,2,1
JO Holder,2022-2023,4,3,1,19,11,9.5,25,76,0,0,0,2,1
CA Pujara,2014-2014,1,1,0,19,19,19,18,105.55,0,0,0,4,0
SK Rasheed,2025-2025,1,1,0,19,19,19,20,95,0,0,0,1,0
DR Sams,2022-2022,4,4,1,19,15,6.33,25,76,0,0,0,0,1
R Bhatia,2011-2016,4,3,0,18,12,6,15,120,0,0,0,2,0
DL Chahar,2018-2025,15,6,2,18,10,4.5,16,112.5,0,0,2,1,1
UBT Chand,2013-2015,3,3,0,18,13,6,19,94.73,0,0,1,2,0
SC Ganguly,2008-2012,2,2,0,18,15,9,26,69.23,0,0,0,2,0
MJ Santner,2022-2025,8,4,2,18,9,9,21,85.71,0,0,0,1,1
AU Verma,2025-2025,1,1,1,18,18*,-,8,225,0,0,0,0,2
MS Bisla,2013-2013,1,1,0,17,17,17,19,89.47,0,0,0,3,0
SP Goswami,2011-2018,4,4,0,17,12,4.25,18,94.44,0,0,2,2,0
A Manohar,2022-2023,3,3,1,17,15*,8.5,11,154.54,0,0,1,3,0
DJ Mitchell,2024-2024,1,1,0,17,17,17,14,121.42,0,0,0,1,0
JA Richardson,2021-2024,4,3,0,17,15,5.66,26,65.38,0,0,1,2,0
BA Stokes,2017-2021,3,3,1,17,17,8.5,15,113.33,0,0,1,2,0
S Chanderpaul,2008-2008,1,1,0,16,16,16,11,145.45,0,0,0,3,0
KA Jamieson,2021-2021,2,1,0,16,16,16,13,123.07,0,0,0,1,1
SD Chitnis,2008-2012,2,1,0,15,15,15,6,250,0,0,0,1,1
SD Lad,2019-2019,1,1,0,15,15,15,13,115.38,0,0,0,1,1
HV Patel,2012-2025,12,4,2,15,9*,7.5,14,107.14,0,0,1,0,2
AD Nath,2016-2019,2,2,0,14,12,7,14,100,0,0,0,1,0
PVD Chameera,2022-2022,4,2,1,14,13,14,8,175,0,0,0,2,0
RT Ponting,2013-2013,2,2,0,14,14,7,23,60.86,0,0,1,2,0
HH Gibbs,2012-2012,1,1,0,13,13,13,24,54.16,0,0,0,1,0
Ravi Bishnoi,2022-2025,6,1,0,13,13,13,14,92.85,0,0,0,0,2
Salman Butt,2008-2008,1,1,0,13,13,13,13,100,0,0,0,1,1
KB Arun Karthik,2013-2013,1,1,0,12,12,12,8,150,0,0,0,0,1
G Coetzee,2024-2024,5,2,0,12,8,6,16,75,0,0,0,0,1
CJ Ferguson,2012-2012,1,1,0,12,12,12,13,92.3,0,0,0,1,0
PW Hasaranga,2022-2023,5,1,1,12,12*,-,8,150,0,0,0,2,0
M Kaif,2008-2011,2,1,0,12,12,12,11,109.09,0,0,0,0,1
M Markande,2018-2022,9,3,2,12,7*,12,10,120,0,0,0,1,0
MD Mishra,2011-2011,1,1,0,12,12,12,10,120,0,0,0,2,0
EJG Morgan,2013-2021,3,3,0,12,7,4,17,70.58,0,0,1,1,0
JD Ryder,2011-2011,1,1,0,12,12,12,15,80,0,0,0,2,0
Sanvir Singh,2023-2024,2,2,2,12,8*,-,10,120,0,0,0,1,0
RA Bawa,2022-2022,1,1,0,11,11,11,13,84.61,0,0,0,1,0
B Chipli,2011-2012,2,2,0,11,10,5.5,14,78.57,0,0,0,1,0
R Dhawan,2013-2022,6,2,1,11,6,11,8,137.5,0,0,0,2,0
MW Short,2023-2023,1,1,0,11,11,11,10,110,0,0,0,2,0
UT Yadav,2012-2023,11,5,4,11,5*,11,10,110,0,0,0,2,0
A Ashish Reddy,2012-2012,1,1,0,10,10,10,10,100,0,0,0,0,1
DH Yagnik,2013-2013,1,1,0,10,10,10,14,71.42,0,0,0,1,0
S Anirudha,2011-2011,1,1,0,9,9,9,9,100,0,0,0,0,1
SD Chauhan,2024-2024,1,1,0,9,9,9,8,112.5,0,0,0,1,0
